CXSMILES,Molecule Name,Set,pIC50 (MERS-CoV Mpro),pIC50 (SARS-CoV-2 Mpro)
C[C@H]1COCCN1C(=O)CC1=CN=CC2=CC=CC=C12 |&1:1|,ASAP-0027986,Test,4.3,
C[C@H]1CCCN(C(=O)CC2=CN=CC3=CC=CC=C23)CC1 |&1:1|,ASAP-0027994,Test,5.13,5.7
O=C(CC1=CN=CC2=CC=CC=C12)N1CCCCCC1,ASAP-0027997,Test,4.51,4.74
COC1=CC=C(N(CC2=CC=CC(Cl)=C2)C(=O)CC2=CN=CC(C)=C2)C=C1,ASAP-0028001,Test,5.11,5.78
O=C(CC1=CN=CC2=CC=CC=C12)N(CC1=CC=CC(Cl)=C1)C1=CC=C2C=CNC2=C1,ASAP-0028002,Test,5.63,6.23
C[C@H]1CCCN(C(=O)CC2=CN=CC3=CC=CC=C23)C1 |&1:1|,ASAP-0028004,Test,3.99,4.63
C[C@H]1CCCCN1C(=O)CC1=CN=CC2=CC=CC=C12 |&1:1|,ASAP-0028012,Test,4.42,4.37
C[C@H]1CN(C(=O)CC2=CN=CC3=CC=CC=C23)CCO1 |&1:1|,ASAP-0028804,Test,4.24,4.09
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC1,ASAP-0028810,Test,4.22,
O=C(CC1=CN=CC2=CC=CC=C12)N1CCN2N=CC=C2C1,ASAP-0028815,Test,4.28,4.16
CC1=NC2=CC=C(N(CC3=CC=CC(Cl)=C3)C(=O)CC3=CN=CC4=CC=CC=C34)C=C2N1,ASAP-0028818,Test,5.92,6.47
C[C@H]1C2=C(CCN1C(=O)CC1=CN=CC3=CC=CC=C13)SC=C2 |o1:1|,ASAP-0028819,Test,4.65,5.12
C[C@H]1C2=C(CCN1C(=O)CC1=CN=CC3=CC=CC=C13)SC=C2 |o1:1|,ASAP-0028820,Test,5.52,6.51
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC2=C(Cl)C=CC=C2C1,ASAP-0028823,Test,4.49,6.39
C[C@H]1CCN(C(=O)CC2=CN=CC3=CC=CC=C23)C1 |&1:1|,ASAP-0028829,Test,4.09,4.44
C[C@H]1CCN1C(=O)CC1=CN=CC2=CC=CC=C12 |&1:1|,ASAP-0028830,Test,4.24,
COC1=CC=C(N(CC2=CC=CC(Cl)=C2)C(=O)CC2=CN=CC=C2C)C=C1,ASAP-0028832,Test,4.79,5.44
O=C(CC1=CN=CC2=CC=CC=C12)N1CCCN2N=CC=C2C1,ASAP-0028833,Test,4.32,4.11
CC[C@H]1C2=C(CCN1C(=O)CC1=CN=CC3=CC=CC=C13)SC=C2 |o1:2|,ASAP-0028837,Test,5.8,6.87
CC[C@H]1C2=C(CCN1C(=O)CC1=CN=CC3=CC=CC=C13)SC=C2 |o1:2|,ASAP-0028838,Test,4.64,5.18
O=C(CC1=CN=CC2=CC=CC=C12)N1CCCC1,ASAP-0028841,Test,4.3,
O=C(CC1=CN=CC2=CC=CC=C12)N1CCCOCC1,ASAP-0028843,Test,4.3,
CC1=NC2=C(CCN(C(=O)CC3=CN=CC4=CC=CC=C34)C2)N1C,ASAP-0028844,Test,4.26,4.4
CN1C=NC2=C1CCN(C(=O)CC1=CN=CC3=CC=CC=C13)C2,ASAP-0028855,Test,3.91,5.01
CC1CCN(C(=O)CC2=CN=CC3=CC=CC=C23)CC1,ASAP-0028856,Test,5.51,5.73
CC1CN(C(=O)CC2=CN=CC3=CC=CC=C23)C1,ASAP-0028866,Test,4.41,
O=C(CC1=CN=CC2=CC=CC=C12)N1CCCCC1,ASAP-0028867,Test,4.11,4.22
C[C@H]1CCN(C(=O)CC2=CN=CC3=CC=CC=C23)CCO1 |&1:1|,ASAP-0028872,Test,3.75,4.35
C[C@H]1CN(C(=O)CC2=CN=CC3=CC=CC=C23)CCCO1 |&1:1|,ASAP-0028881,Test,4.23,
C[C@H]1CCOCCN1C(=O)CC1=CN=CC2=CC=CC=C12 |&1:1|,ASAP-0028889,Test,4.33,
O=C(CC1=CN=CC2=CC=CC=C12)N(CC1=CC=CC(Cl)=C1)C1=CC=C2N=CNC2=C1,ASAP-0028999,Test,5.64,6.21
CC(C)CC1(C)CCN(C(=O)CC2=CN=CC3=CC=CC=C23)CC1,ASAP-0029287,Test,5.36,6.47
CC(F)(F)C1CCN(C(=O)CC2=CN=CC3=CC=CC=C23)CC1,ASAP-0029423,Test,4.58,6.23
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC(C(F)F)CC1,ASAP-0029539,Test,5.09,5.92
"CC1=NC=CC(CN2C[C@@]3(C(=O)N(C4=CN=CC5=CC=CC=C45)C[C@@H]3CNC3=NN=CS3)C3=CC(Cl)=CC=C3C2=O)=N1 |a:9,24|",ASAP-0029560,Test,7.4,8.6
CC(C)C1CCN(C(=O)CC2=CN=CC3=CC=CC=C23)CC1,ASAP-0029604,Test,5.56,6.33
"C[C@H]1C[C@@H](C)N(C(=O)CC2=CN=CC3=CC=CC=C23)[C@@H](C)C1 |a:1,3,19|",ASAP-0029634,Test,5.49,5.87
"CC1=NC=CC(CN2C[C@@]3(C(=O)N(C4=CN=CC5=CC=CC=C45)C[C@@H]3CNC3=NN=C(C)O3)C3=CC(Cl)=CC=C3C2=O)=N1 |a:9,24|",ASAP-0029643,Test,6.89,7.75
CCC1CCN(C(=O)CC2=CN=CC3=CC=CC=C23)CC1,ASAP-0029657,Test,5.44,6.04
"CC1=NC=CC(CN2C[C@@]3(C(=O)N(C4=CN=CC5=CC=CC=C45)C[C@@H]3CNC3=NN=CO3)C3=CC(Cl)=CC=C3C2=O)=N1 |a:9,24|",ASAP-0029694,Test,7.4,8.64
CC1(C)CCN(C(=O)CC2=CN=CC3=CC=CC=C23)CC1,ASAP-0029707,Test,5.14,5.66
"C[C@@H]1CCN(C(=O)CC2=CN=CC3=CC=CC=C23)[C@H](C)C1 |a:1,18|",ASAP-0029738,Test,5.57,5.68
"CC1=NC=CC(CN2C[C@@]3(C(=O)N(C4=CN=CC5=CC=CC=C45)C[C@@H]3CNC3=NN=C(C(F)(F)F)O3)C3=CC(Cl)=CC=C3C2=O)=N1 |a:9,24|",ASAP-0029741,Test,6.96,7.89
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC(C(F)(F)F)CC1,ASAP-0029947,Test,5.37,6.55
"O=C1C2=CC=C(Cl)C=C2[C@@]2(CN1CC1=NNC=C1)C(=O)N(C1=CN=CC3=CC=CC=C13)C[C@@H]2CNC1=NN=CS1 |a:9,32|",ASAP-0029984,Test,6.73,8.24
"O=C1C2=CC=C(Cl)C=C2[C@@]2(CN1CC1=NNC=C1)C(=O)N(C1=CN=CC3=CC=CC=C13)C[C@@H]2CNC1=NN=C(C(F)(F)F)O1 |a:9,32|",ASAP-0029987,Test,6.69,7.67
COCC1CCN(C(=O)CC2=CN=CC3=CC=CC=C23)CC1,ASAP-0030055,Test,3.87,4.89
CC(C)C1(F)CCN(C(=O)CC2=CN=CC3=CC=CC=C23)CC1,ASAP-0031146,Test,5.56,6.21
"CCC1=CC=C([C@H]2C[C@H](C)CCN2C(=O)CC2=CN=CC3=CC=CC=C23)O1 |o1:6,8|",ASAP-0031187,Test,6.16,6.57
CC1=CN=CC(CC(=O)N2CCC3=C(C=CS3)C2)=C1,ASAP-0031213,Test,4.07,5.3
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC2=C(C1)N=CS2,ASAP-0031242,Test,4.63,5.92
CC(C)C1(C)CCN(C(=O)CC2=CN=CC3=CC=CC=C23)CC1,ASAP-0031372,Test,4.85,6.13
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC2=C(C=CS2)C12CCC2,ASAP-0031411,Test,5.63,7.14
CC1(CC(F)(F)F)CCN(C(=O)CC2=CN=CC3=CC=CC=C23)CC1,ASAP-0031442,Test,4.48,5.81
CC(C)[C@H]1C2=C(CCN1C(=O)CC1=CN=CC3=CC=CC=C13)SC=C2 |o1:3|,ASAP-0031558,Test,5.62,7.08
"CC(C)CNS(=O)(=O)OCC(=O)N1CCN(CC2=CC=CC(Cl)=C2)[C@H]2CS(=O)(=O)C[C@H]21 |&1:24,30|",ASAP-0031921,Test,5.47,5.35
CC(C)CC1(C(F)(F)F)CCN(C(=O)CC2=CN=CC3=CC=CC=C23)CC1,ASAP-0031922,Test,5.46,7.06
"CC(C)NS(=O)(=O)OCC(=O)N1CCN(CC2=CC=CC(Cl)=C2)[C@H]2CS(=O)(=O)C[C@H]21 |&1:23,29|",ASAP-0031924,Test,4.91,5.51
CNC(=O)C[C@H]1CCCN(C(=O)CC2=CN=CC3=CC=CC=C23)C1 |a:5|,ASAP-0031928,Test,4.21,
COC[C@H]1C2=C(CCN1C(=O)CC1=CN=CC3=CC=CC=C13)SC=C2 |o1:3|,ASAP-0031934,Test,4.8,5.42
COC[C@H]1C2=C(CCN1C(=O)CC1=CN=CC3=CC=CC=C13)SC=C2 |o1:3|,ASAP-0031935,Test,5.5,6.58
"CCNS(=O)(=O)OCC(=O)N1CCN(CC2=CC=CC(Cl)=C2)[C@H]2CS(=O)(=O)C[C@H]21 |&1:22,28|",ASAP-0031945,Test,4.21,6.67
"O=C(CC1=CN=CC2=CC=CC=C12)N1CC[C@@H]2CCCC[C@@H]2C1 |a:16,21|",ASAP-0031946,Test,5.21,5.82
O=C(O)C[C@@H]1CCCN(C(=O)CC2=CN=CC3=CC=CC=C23)C1 |a:4|,ASAP-0031948,Test,8.8,
NC(=O)O[C@@H]1CCCN(C(=O)CC2=CN=CC3=CC=CC=C23)C1 |a:4|,ASAP-0031949,Test,4.28,
COC(=O)[C@@H]1CCCN(C(=O)CC2=CN=CC3=CC=CC=C23)C1 |a:4|,ASAP-0031951,Test,4.28,
O=C(O)C[C@H]1CCCCN1C(=O)CC1=CN=CC2=CC=CC=C12 |a:4|,ASAP-0031952,Test,3.42,
CN(C)C(=O)[C@H]1CCCN(C(=O)CC2=CN=CC3=CC=CC=C23)C1 |a:5|,ASAP-0031960,Test,4.21,4.55
COC(=O)[C@H]1CCCN(C(=O)CC2=CN=CC3=CC=CC=C23)C1 |a:4|,ASAP-0031961,Test,4.32,4.49
CNC(=O)C[C@@H]1CCCCN1C(=O)CC1=CN=CC2=CC=CC=C12 |a:5|,ASAP-0031964,Test,4.35,4.34
CN(C)C(=O)CN(CC1=CC=CC(Cl)=C1)C(=O)CC1=CN=CC2=CC=CC=C12,ASAP-0031969,Test,4.73,5.21
CNC(=O)[C@@H]1CCCN(C(=O)CC2=CN=CC3=CC=CC=C23)C1 |a:4|,ASAP-0031973,Test,4.34,
CC(C)[C@H]1CCCN(C(=O)CC2=CN=CC3=CC=CC=C23)C1 |o1:3|,ASAP-0031980,Test,4.27,5.68
CC(C)[C@H]1CCCN(C(=O)CC2=CN=CC3=CC=CC=C23)C1 |o1:3|,ASAP-0031981,Test,4.94,4.58
C[C@H](C(=O)N1CCC2=C(C=CS2)C1)C1=CN=CC2=CC=CC=C12 |o1:1|,ASAP-0031982,Test,4.2,
C[C@H](C(=O)N1CCC2=C(C=CS2)C1)C1=CN=CC2=CC=CC=C12 |o1:1|,ASAP-0031983,Test,9.0,
C[C@H]1C2=CC=CN=C2CCN1C(=O)CC1=CN=CC2=CC=CC=C12 |o1:1|,ASAP-0032038,Test,4.27,4.37
C[C@H]1C2=CC=CN=C2CCN1C(=O)CC1=CN=CC2=CC=CC=C12 |o1:1|,ASAP-0032039,Test,4.28,4.19
"C[C@H]1C[C@H](C(C)(F)F)CCN1C(=O)CC1=CN=CC2=CC=CC=C12 |&1:1,3|",ASAP-0032061,Test,4.91,6.2
C=CC[C@H]1CCCN(C(=O)CC2=CN=CC3=CC=CC=C23)C1 |o1:3|,ASAP-0032065,Test,4.06,4.64
C=CC[C@H]1CCCN(C(=O)CC2=CN=CC3=CC=CC=C23)C1 |o1:3|,ASAP-0032066,Test,4.35,5.33
CC[C@H]1CCCN(C(=O)CC2=CN=CC3=CC=CC=C23)C1 |o1:2|,ASAP-0032096,Test,4.41,5.28
CC[C@H]1CCCN(C(=O)CC2=CN=CC3=CC=CC=C23)C1 |o1:2|,ASAP-0032097,Test,3.8,4.34
O=C(O)C[C@@H]1CCCCN1C(=O)CC1=CN=CC2=CC=CC=C12 |a:4|,ASAP-0032098,Test,4.25,
NC(=O)[C@@H]1CCCN(C(=O)CC2=CN=CC3=CC=CC=C23)C1 |a:3|,ASAP-0032104,Test,4.22,
CC(C)(O)[C@H]1CCCN(C(=O)CC2=CN=CC3=CC=CC=C23)C1 |o1:4|,ASAP-0032107,Test,4.26,4.55
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC2=C(C=CS2)[C@H]1C1=CC=CC=C1 |o1:21|,ASAP-0032122,Test,5.2,5.65
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC2=C(C=CS2)[C@H]1C1=CC=CC=C1 |o1:21|,ASAP-0032123,Test,5.59,7.01
CC(C)C1=CC=C([C@H]2CCCCN2C(=O)CC2=CN=CC3=CC=CC=C23)C=C1 |&1:7|,ASAP-0032153,Test,5.59,4.82
COC[C@H]1CCCCN1C(=O)CC1=CN=CC2=CC=CC=C12 |o1:3|,ASAP-0032154,Test,3.98,4.09
COC[C@H]1CCCCN1C(=O)CC1=CN=CC2=CC=CC=C12 |o1:3|,ASAP-0032155,Test,4.54,4.44
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC[C@H](CF)C1 |o1:17|,ASAP-0032158,Test,3.84,4.53
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC[C@H](CF)C1 |o1:17|,ASAP-0032159,Test,4.46,
CCC1=NOC([C@H]2CCCCN2C(=O)CC2=CN=CC3=CC=CC=C23)=C1 |&1:6|,ASAP-0032161,Test,4.5,4.54
COCC1(CC2CC2)CCN(C(=O)CC2=CN=CC3=CC=CC=C23)CC1,ASAP-0032167,Test,4.31,4.92
CC1=CC=CC([C@H]2CCCCN2C(=O)CC2=CN=CC3=CC=CC=C23)=C1C |&1:6|,ASAP-0032168,Test,5.82,5.36
COC[C@H]1CCCN(C(=O)CC2=CN=CC3=CC=CC=C23)C1 |o1:3|,ASAP-0032174,Test,4.26,4.14
COC[C@H]1CCCN(C(=O)CC2=CN=CC3=CC=CC=C23)C1 |o1:3|,ASAP-0032175,Test,4.27,
COCC1=CC=CC([C@H]2CCCCN2C(=O)CC2=CN=CC3=CC=CC=C23)=C1 |&1:8|,ASAP-0032180,Test,5.07,5.06
C#CC1=CC=C([C@H]2CCCCN2C(=O)CC2=CN=CC3=CC=CC=C23)C=C1 |&1:6|,ASAP-0032181,Test,5.66,4.85
O=C(CC1=CN=CC2=CC=CC=C12)N1CCCC[C@H]1C1=CC=CC=C1F |&1:18|,ASAP-0032183,Test,5.17,5.19
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC[C@H](CCF)C1 |o1:17|,ASAP-0032184,Test,4.06,5.16
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC[C@H](CCF)C1 |o1:17|,ASAP-0032185,Test,4.63,4.36
O=C(CC1=CN=CC2=CC=CC=C12)N1CCCC[C@H]1C1=CC=C(F)C=C1F |&1:18|,ASAP-0032189,Test,5.0,5.26
CC1=NOC([C@H]2CCCCN2C(=O)CC2=CN=CC3=CC=CC=C23)=C1 |&1:5|,ASAP-0032194,Test,4.35,4.49
COC1=CC=CC=C1[C@H]1CCCCN1C(=O)CC1=CN=CC2=CC=CC=C12 |&1:8|,ASAP-0032201,Test,5.05,4.98
CN1C=NC=C1[C@H]1CCCCN1C(=O)CC1=CN=CC2=CC=CC=C12 |&1:6|,ASAP-0032210,Test,4.44,4.11
O=C(CC1=CN=CC2=CC=CC=C12)N1CCCC[C@H]1C1=NN=CN1 |&1:18|,ASAP-0032212,Test,4.07,
CN1C=CC=C1[C@H]1CCCCN1C(=O)CC1=CN=CC2=CC=CC=C12 |&1:6|,ASAP-0032218,Test,4.73,5.1
O=C(CC1=CN=CC2=CC=CC=C12)N1CCCC[C@H]1C1=NC=CS1 |&1:18|,ASAP-0032220,Test,4.31,4.55
O=C(CC1=CN=CC2=CC=CC=C12)N1CCCC[C@H]1C1=CC(Cl)=CC=C1F |&1:18|,ASAP-0032233,Test,5.01,6.3
CC(C)CC[C@H]1CCCCN1C(=O)CC1=CN=CC2=CC=CC=C12 |o1:5|,ASAP-0032240,Test,4.7,4.94
CC(C)CC[C@H]1CCCCN1C(=O)CC1=CN=CC2=CC=CC=C12 |o1:5|,ASAP-0032241,Test,5.04,5.31
"C[C@H]1C[C@H](C)CN(C(=O)CC2=CN=CC3=CC=CC=C23)C1 |a:1,3|",ASAP-0032242,Test,4.95,4.28
CC(C)[C@]1(O)CCCN(C(=O)CC2=CN=CC3=CC=CC=C23)C1 |&1:3|,ASAP-0032246,Test,4.37,4.31
COC1=CC=C([C@H]2CCCCN2C(=O)CC2=CN=CC3=CC=CC=C23)C=C1F |&1:6|,ASAP-0032252,Test,5.57,4.85
COC1=CC=CC=C1[C@H]1CC(C)(C)CCN1C(=O)CC1=CN=CC2=CC=CC=C12 |&1:8|,ASAP-0032254,Test,6.31,6.46
"C[C@H]1C[C@@H](C(C)(F)F)CCN1C(=O)CC1=CN=CC2=CC=CC=C12 |&1:1,3|",ASAP-0032256,Test,5.14,5.9
CC(C)(O)[C@H]1CCCN(C(=O)CC2=CN=CC3=CC=CC=C23)C1 |o1:4|,ASAP-0032257,Test,4.25,
C[C@H]1CCN(C(=O)CC2=CN=CC3=CC=CC=C23)CC2=C1SC=C2 |&1:1|,ASAP-0032260,Test,5.27,5.9
N#CC[C@H]1CCCN(C(=O)CC2=CN=CC3=CC=CC=C23)C1 |a:3|,ASAP-0032261,Test,4.47,4.83
O=C(CC1=CN=CC2=CC=CC=C12)N1CCCC[C@H]1C1CCC1 |&1:18|,ASAP-0032264,Test,4.41,4.76
O=C(CC1=CN=CC2=CC=CC=C12)N1CCCC[C@H]1C1=C(F)C=CC=C1F |&1:18|,ASAP-0032266,Test,5.17,6.02
O=C(CC1=CN=CC2=CC=CC=C12)N1CCCC[C@H]1C1=NC2=CC=CC=C2O1 |&1:18|,ASAP-0032269,Test,4.69,4.58
O=C(CC1=CN=CC2=CC=CC=C12)N1CCCC[C@H]1C1=CC=C(F)C(Cl)=C1 |&1:18|,ASAP-0032271,Test,5.23,5.58
CC1=NNC([C@H]2CCCCN2C(=O)CC2=CN=CC3=CC=CC=C23)=C1 |&1:5|,ASAP-0032277,Test,4.92,4.41
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC[C@H](C2CCCC2)C1 |o1:17|,ASAP-0032278,Test,4.56,4.85
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC[C@H](C2CCCC2)C1 |o1:17|,ASAP-0032279,Test,5.2,5.58
O=C(CC1=CN=CC2=CC=CC=C12)N1CCCC[C@H]1C1=NNC=C1 |&1:18|,ASAP-0032280,Test,4.58,4.38
O=C(CC1=CN=CC2=CC=CC=C12)N1CCCC[C@H]1C1=NOC=C1 |&1:18|,ASAP-0032282,Test,4.49,4.7
O=C(CC1=CN=CC2=CC=CC=C12)N1CCCC[C@H]1C1=CC=CC(F)=C1 |&1:18|,ASAP-0032285,Test,5.43,5.85
O=C(CC1=CN=CC2=CC=CC=C12)N1CCCC[C@H]1C1=CC=C(Cl)C=C1 |&1:18|,ASAP-0032289,Test,5.7,5.19
CC1=CC=C([C@H]2CCCCN2C(=O)CC2=CN=CC3=CC=CC=C23)C=C1 |&1:5|,ASAP-0032292,Test,5.54,4.82
O=C(CC1=CN=CC2=CC=CC=C12)N1CCCC[C@H]1C1=CC=C(F)C=N1 |&1:18|,ASAP-0032295,Test,4.55,5.09
O=C(CC1=CN=CC2=CC=CC=C12)N1CCCC[C@H]1C1=CC=NC=N1 |&1:18|,ASAP-0032300,Test,4.45,5.08
"C[C@H]1CCCN(C(=O)CC2=CN=CC3=CC=CC=C23)[C@H]1C |o1:1,19|",ASAP-0032312,Test,3.34,4.16
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC2=C(N=CS2)C12CCC2,ASAP-0032322,Test,5.56,6.75
"C[C@H](O)[C@H]1CCCN(C(=O)CC2=CN=CC3=CC=CC=C23)C1 |o1:1,o2:3|",ASAP-0032325,Test,4.26,
"C[C@H](O)[C@H]1CCCN(C(=O)CC2=CN=CC3=CC=CC=C23)C1 |o1:1,o2:3|",ASAP-0032326,Test,4.27,
"C[C@H](O)[C@H]1CCCN(C(=O)CC2=CN=CC3=CC=CC=C23)C1 |o1:1,o2:3|",ASAP-0032327,Test,4.21,4.06
"C[C@H](O)[C@H]1CCCN(C(=O)CC2=CN=CC3=CC=CC=C23)C1 |o1:1,o2:3|",ASAP-0032328,Test,4.15,4.1
CN1N=CC=C1[C@H]1CCCCN1C(=O)CC1=CN=CC2=CC=CC=C12 |&1:6|,ASAP-0032332,Test,4.63,4.42
CC(=O)NC[C@H]1CCCCN1C(=O)CC1=CN=CC2=CC=CC=C12 |a:5|,ASAP-0032340,Test,4.9,
CN1N=NC=C1[C@H]1CCCCN1C(=O)CC1=CN=CC2=CC=CC=C12 |&1:6|,ASAP-0032358,Test,3.9,4.15
O=C(CC1=CN=CC2=CC=CC=C12)N1CCCC[C@H]1C1=CC=C(Cl)C=C1F |a:18|,ASAP-0032364,Test,5.22,4.96
CC(=O)NC[C@@H]1CCCCN1C(=O)CC1=CN=CC2=CC=CC=C12 |a:5|,ASAP-0032386,Test,4.87,
"O=C(CC1=CN=CC2=CC=CC=C12)N1CCC[C@H]2CCCC[C@H]21 |o1:17,22|",ASAP-0032402,Test,3.97,5.15
"O=C(CC1=CN=CC2=CC=CC=C12)N1CCC[C@H]2CCCC[C@H]21 |o1:17,22|",ASAP-0032403,Test,3.96,4.67
CN1C=NN=C1[C@H]1CCCCN1C(=O)CC1=CN=CC2=CC=CC=C12 |&1:6|,ASAP-0032406,Test,4.26,
O=C(CC1=CN=CC2=CC=CC=C12)N1CCCC[C@H]1C1=CSC=N1 |&1:18|,ASAP-0032546,Test,4.19,5.11
"O=C(CC1=CN=CC2=CC=CC=C12)N1CCCC[C@H]1[C@H]1CCCO1 |o1:18,o2:19|",ASAP-0032559,Test,4.67,4.61
"O=C(CC1=CN=CC2=CC=CC=C12)N1CCCC[C@H]1[C@H]1CCCO1 |o1:18,o2:19|",ASAP-0032560,Test,4.33,4.02
"O=C(CC1=CN=CC2=CC=CC=C12)N1CCCC[C@H]1[C@H]1CCCO1 |o1:18,o2:19|",ASAP-0032561,Test,4.54,4.2
"O=C(CC1=CN=CC2=CC=CC=C12)N1CCCC[C@H]1[C@H]1CCCO1 |o1:18,o2:19|",ASAP-0032562,Test,4.42,
"O=C(CC1=CN=CC2=CC=CC=C12)N1CCC[C@H]2CCCC[C@@H]21 |o1:17,22|",ASAP-0032572,Test,4.84,5.18
"COC1=CC=CC=C1[C@H]1C[C@H](C)CCN1C(=O)CC1=CN=CC2=CC=CC=C12 |o1:8,10|",ASAP-0032604,Test,5.53,5.59
"COC1=CC=CC=C1[C@H]1C[C@H](C)CCN1C(=O)CC1=CN=CC2=CC=CC=C12 |o1:8,10|",ASAP-0032605,Test,5.47,5.77
